Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,roommate names,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy Price,Annual Policy Price,Agent Name,Agent Address,Agent Phone Number,Quote Number
Renters,94304,Gideon,Wagner,04/05/1990,m,700 Clark Way,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(707) 361-4060,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,250,$10.83,$130.00,John Kikes,"Danville, CA",(925) 820-6661,#30657491
Renters,95050,Jacob,Flowers,06/06/1986,m,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(510) 758-6874,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,500,$10.83,$130.00,CALVIN COLEMAN INS AGCY INC,"Salt Lake Cty, UT",(801) 466-1554,#10645472
Renters,95123,Evelyn,Doyle,03/03/1988,m,150 Palm Valley Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(650) 425-3914,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,1000,$10.83,$130.00,Bin Lu,"San Jose, CA",(408) 728-9789,#83736761
Renters,95035,Benjamin,Williams,02/04/1989,m,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 956-8858,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,1500,$10.83,$130.00,Thomas Truong,"Milpitas, CA",(408) 935-8888,#92087465
Renters,95035,Sawyer,Park,02/04/1989,f,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 673-7545,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,5000,$10.83,$130.00,Thomas Truong,"Milpitas, CA",(408) 935-8888,#01800386
Renters,95014,Kole,Hines,06/06/1986,f,7375 Rollingdell Dr,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(408) 923-3200,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,250,$12.09,$145.07,John Williams,"San Jose, CA",(408) 227-2560,#32202212
Renters,95030,Emmett,Murphy,12/1/1988,m,347 Massol Ave,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 345-4400,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,500,$11.29,$135.46,Mary Badame,"Los Gatos, CA",(408) 395-1113,#68506097
Renters,95134,Micah,Griffin,11/12/1990,f,70 Descanso Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 285-5966,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,1000,$10.83,$130.00,Jun Kim,"San Jose, CA",(408) 715-7784,#73321517
Renters,95123,Cole,Monroe,12/1/1988,m,1045 Coleman Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(619) 255-4000,norah.alvarado@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,1500,$11.68,$140.21,Roy Chetty,"San Jose, CA",(408) 872-2500,#85142392
Renters,95035,Sophia,Franklin,02/04/1989,m,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 922-0111,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,5000,$10.83,$130.00,David Dovinh,"Milpitas, CA",(408) 300-0555,#94980912
