Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,roommate names,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy Price,Annual Policy Price,Agent Name,Agent Address,Agent Phone Number,Quote Number
Renters,94087,Vivienne,Harmon,04/05/1994,m,1575 Tenaka Pl,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(510) 215-2850,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,1000,$10.83,$130.00,Thomas Keasler,"Sunnyvale, CA",(408) 738-2488,#43509289
Renters,95126,Mia,Strickland,07/31/1993,f,850 Meridian Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 861-3333,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,1500,$10.83,$130.00,Louise Shih,"San Jose, CA",(408) 253-0688,#65744076
Renters,95113,Chase,Schroeder,12/1/1993,f,360 S Market St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 658-6604,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,5000,$10.83,$130.00,Mark Mead,"Clearlake Oaks, CA",(707) 998-0100,#42803401
Renters,95035,Anabel,Stewart,11/18/1993,f,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(858) 571-0104,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,250,$12.09,$145.07,Thomas Truong,"Milpitas, CA",(408) 935-8888,#51912411
Renters,94043,Paige,Matthews,02/04/1994,f,505 Central Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(707) 745-3000,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,500,$11.29,$135.46,Abraham Khalil,"Palo Alto, CA",(650) 321-1575,#03266510
Renters,95123,Aria,Le,03/08/1994,f,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(650) 264-9696,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,1000,$12.45,$149.43,Yarlin Palomares,"San Jose, CA",(408) 229-2500,#51188096
Renters,95008,Dominick,Wilkinson,05/06/1994,m,2275 S Bascom Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(650) 589-2909,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,1500,$11.68,$140.21,Thu Nguyen,"San Jose, CA",(408) 258-8388,#73195452
Renters,95054,Cora,Anthony,02/04/1994,m,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(408) 778-3237,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,5000,$10.83,$130.00,Tony Stoll,"San Jose, CA",(650) 200-5721,#37277411
Renters,94043,Mason,Cochran,06/06/1994,m,505 Central Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(858) 748-4774,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,250,$10.83,$130.00,Frank Hughes,"Los Altos, CA",(650) 815-7068,#73210463
Renters,95020,Violet,Perry,03/27/1994,m,8200 Kern Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(408) 720-8566,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,500,$19.27,$231.23,William Matkovich,"Capitola, CA",(877) 708-8300,#48307093
Renters,95050,Eliana,Mills,12/1/1993,m,2200 Monroe St,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(408) 736-4963,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,1000,$10.83,$130.00,Leny Bueno,"San Jose, CA",(408) 449-4871,#63610363
Renters,95050,Theodore,Moran,04/05/1994,f,1599 Warburton Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(408) 214-1685,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,1500,$10.83,$130.00,Orlando Nunes,"Santa Clara, CA",(408) 261-1553,#54645272
Renters,95113,Luna,Vasquez,02/04/1994,f,360 S Market St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 513-0086,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,5000,$10.83,$130.00,Mark Mead,"Clearlake Oaks, CA",(707) 998-0100,#89240883
Renters,95037,Seth,Mendez,11/12/1994,m,15400 Vineyard Blvd,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(619) 460-5241,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,250,$23.03,$276.33,Timothy Powell,"Aptos, CA",(831) 688-8778,#75830229
Renters,95127,Anastasia,Cain,03/03/1993,f,2601 Nuestra Castillo Ct,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(858) 453-7368,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,500,$13.05,$156.58,Jose Manabat,"San Jose, CA",(408) 437-5456,#99687853
Renters,95123,Ana,Norton,06/06/1994,m,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(650) 348-6130,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,1000,$12.93,$155.15,Ashish Marwaha,"San Jose, CA",(408) 754-0603,#75978885
Renters,94086,Henry,Francis,03/03/1993,f,201 W California Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(858) 453-7368,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,1500,$10.83,$130.00,Reet Singh,"Concord, CA",(925) 671-0342,#69211832
Renters,94040,Alexander,Daniels,03/03/1993,f,575 S Rengstorff Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 284-3000,jakob.cox@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,5000,$10.83,$130.00,Alex Wong,"Montebello, CA",(323) 212-3012,#67323876
Renters,95054,Thomas,Walters,12/1/1993,m,502 Mansion Park Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(408) 737-2900,norah.alvarado@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,250,$12.36,$148.32,Bipin Kapadia,"San Jose, CA",(408) 280-7878,#02597261
Renters,95051,Graham,Carrillo,03/08/1994,m,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(408) 241-1445,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,1000,$10.83,$130.00,James Miao,"San Leandro, CA",(510) 357-8080,#51104013
Renters,95020,Chloe,Berry,04/05/1994,f,7397 Monterey St,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(619) 293-3888,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,1500,$18.47,$221.59,Albert Pinheiro,"Gilroy, CA",(408) 842-4619,#92914716
Renters,95138,Elliot,Guerrero,11/12/1994,m,6100 Monterey Hwy,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(707) 778-1221,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,5000,$10.83,$130.00,Candice Salcedo,"San Jose, CA",(408) 224-7800,#05658985
Renters,95123,Tessa,Wade,02/04/1994,f,150 Palm Valley Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 978-9619,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,250,$17.88,$214.53,Bin Lu,"San Jose, CA",(408) 728-9789,#18073294
Renters,94043,Scarlet,Kelley,11/12/1994,m,505 Central Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(415) 308-7225,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,500,$13.46,$161.46,Dave Cung,"Santa Clara, CA",(408) 556-8888,#03068632
Renters,95051,Sebastien,Newton,03/03/1993,m,100 Buckingham Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,,0,(858) 565-0311,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,1000,$12.10,$145.14,Teketel Mulugeta,"San Jose, CA",(408) 249-8123,#01312874
